id,start(ms),duration(ms),warps,t-occupancy,sms,size,pinned,cudaMalloc,cudaFree,direction
360,21.848,0.004096,16,1.0,1,0,0,0,0,0
361,21.87,0.06208,8192,0,13,0,0,0,0,0
362,21.95,0.00496,16,1.0,1,0,0,0,0,0
363,21.972,0.062048,8192,0,13,0,0,0,0,0
364,22.052,0.004896,16,1.0,1,0,0,0,0,0
365,22.074,0.061824,8192,0,13,0,0,0,0,0
366,22.153,0.004064,16,1.0,1,0,0,0,0,0
367,22.175,0.060992,8192,0,13,0,0,0,0,0
368,22.254,0.004064,16,1.0,1,0,0,0,0,0
369,22.275,0.061696,8192,0,13,0,0,0,0,0
370,22.355,0.004096,16,1.0,1,0,0,0,0,0
371,22.377,0.061664,8192,0,13,0,0,0,0,0
372,22.455,0.004928,16,1.0,1,0,0,0,0,0
373,22.48,0.061472,8192,0,13,0,0,0,0,0
374,22.559,0.0048,16,1.0,1,0,0,0,0,0
375,22.588,0.060608,8192,0,13,0,0,0,0,0
376,22.668,0.004736,16,1.0,1,0,0,0,0,0
377,22.69,0.06128,8192,0,13,0,0,0,0,0
378,22.77,0.00496,16,1.0,1,0,0,0,0,0
379,22.793,0.06128,8192,0,13,0,0,0,0,0
380,22.872,0.004928,16,1.0,1,0,0,0,0,0
381,22.894,0.06112,8192,0,13,0,0,0,0,0
382,22.974,0.004992,16,1.0,1,0,0,0,0,0
383,22.996,0.060288,8192,0,13,0,0,0,0,0
384,23.074,0.0048,16,1.0,1,0,0,0,0,0
385,23.096,0.06096,8192,0,13,0,0,0,0,0
386,23.175,0.004832,16,1.0,1,0,0,0,0,0
387,23.198,0.060928,8192,0,13,0,0,0,0,0
388,23.276,0.004096,16,1.0,1,0,0,0,0,0
389,23.298,0.060704,8192,0,13,0,0,0,0,0
390,23.376,0.004096,16,1.0,1,0,0,0,0,0
391,23.397,0.059968,8192,0,13,0,0,0,0,0
392,23.475,0.004096,16,1.0,1,0,0,0,0,0
393,23.496,0.060512,8192,0,13,0,0,0,0,0
394,23.575,0.004096,16,1.0,1,0,0,0,0,0
395,23.596,0.060544,8192,0,13,0,0,0,0,0
396,23.674,0.004064,16,1.0,1,0,0,0,0,0
397,23.696,0.06032,8192,0,13,0,0,0,0,0
398,23.774,0.004064,16,1.0,1,0,0,0,0,0
399,23.796,0.05952,8192,0,13,0,0,0,0,0
400,23.873,0.004064,16,1.0,1,0,0,0,0,0
401,23.894,0.060224,8192,0,13,0,0,0,0,0
402,23.973,0.004928,16,1.0,1,0,0,0,0,0
403,23.996,0.06016,8192,0,13,0,0,0,0,0
404,24.073,0.004928,16,1.0,1,0,0,0,0,0
405,24.096,0.06,8192,0,13,0,0,0,0,0
406,24.173,0.00496,16,1.0,1,0,0,0,0,0
407,24.196,0.059264,8192,0,13,0,0,0,0,0
408,24.272,0.004064,16,1.0,1,0,0,0,0,0
409,24.294,0.05984,8192,0,13,0,0,0,0,0
410,24.371,0.004864,16,1.0,1,0,0,0,0,0
411,24.394,0.059872,8192,0,13,0,0,0,0,0
412,24.471,0.00496,16,1.0,1,0,0,0,0,0
413,24.494,0.059648,8192,0,13,0,0,0,0,0
414,24.571,0.004896,16,1.0,1,0,0,0,0,0
415,24.594,0.05888,8192,0,13,0,0,0,0,0
416,24.67,0.004895,16,1.0,1,0,0,0,0,0
417,24.692,0.05952,8192,0,13,0,0,0,0,0
418,24.772,0.004864,16,1.0,1,0,0,0,0,0
419,24.795,0.059456,8192,0,13,0,0,0,0,0
420,24.872,0.004096,16,1.0,1,0,0,0,0,0
421,24.894,0.059296,8192,0,13,0,0,0,0,0
422,24.971,0.00496,16,1.0,1,0,0,0,0,0
423,24.994,0.058592,8192,0,13,0,0,0,0,0
424,25.084,0.004864,16,1.0,1,0,0,0,0,0
425,25.107,0.0592,8192,0,13,0,0,0,0,0
426,25.184,0.004896,16,1.0,1,0,0,0,0,0
427,25.207,0.059168,8192,0,13,0,0,0,0,0
428,25.284,0.004832,16,1.0,1,0,0,0,0,0
429,25.306,0.058944,8192,0,13,0,0,0,0,0
430,25.384,0.004832,16,1.0,1,0,0,0,0,0
431,25.407,0.058208,8192,0,13,0,0,0,0,0
432,25.482,0.00496,16,1.0,1,0,0,0,0,0
433,25.505,0.058816,8192,0,13,0,0,0,0,0
434,25.581,0.0048,16,1.0,1,0,0,0,0,0
435,25.604,0.058752,8192,0,13,0,0,0,0,0
436,25.68,0.004992,16,1.0,1,0,0,0,0,0
437,25.703,0.058592,8192,0,13,0,0,0,0,0
438,25.779,0.004864,16,1.0,1,0,0,0,0,0
439,25.801,0.057952,8192,0,13,0,0,0,0,0
440,25.877,0.0048,16,1.0,1,0,0,0,0,0
441,25.9,0.05856,8192,0,13,0,0,0,0,0
442,25.976,0.0048,16,1.0,1,0,0,0,0,0
443,25.999,0.058496,8192,0,13,0,0,0,0,0
444,26.075,0.004735,16,1.0,1,0,0,0,0,0
445,26.097,0.058272,8192,0,13,0,0,0,0,0
446,26.173,0.004704,16,1.0,1,0,0,0,0,0
447,26.195,0.057664,8192,0,13,0,0,0,0,0
448,26.27,0.004704,16,1.0,1,0,0,0,0,0
449,26.293,0.058208,8192,0,13,0,0,0,0,0
450,26.369,0.004672,16,1.0,1,0,0,0,0,0
451,26.391,0.058208,8192,0,13,0,0,0,0,0
452,26.467,0.004704,16,1.0,1,0,0,0,0,0
453,26.489,0.057984,8192,0,13,0,0,0,0,0
454,26.565,0.004704,16,1.0,1,0,0,0,0,0
455,26.587,0.057408,8192,0,13,0,0,0,0,0
456,26.662,0.004832,16,1.0,1,0,0,0,0,0
457,26.684,0.057824,8192,0,13,0,0,0,0,0
458,26.76,0.004768,16,1.0,1,0,0,0,0,0
459,26.782,0.057824,8192,0,13,0,0,0,0,0
460,26.858,0.004768,16,1.0,1,0,0,0,0,0
461,26.88,0.057664,8192,0,13,0,0,0,0,0
462,26.955,0.004736,16,1.0,1,0,0,0,0,0
463,26.977,0.05712,8192,0,13,0,0,0,0,0
464,27.052,0.004704,16,1.0,1,0,0,0,0,0
465,27.074,0.057535,8192,0,13,0,0,0,0,0
466,27.149,0.004,16,1.0,1,0,0,0,0,0
467,27.171,0.057632,8192,0,13,0,0,0,0,0
468,27.246,0.004672,16,1.0,1,0,0,0,0,0
469,27.269,0.057471,8192,0,13,0,0,0,0,0
470,27.343,0.004736,16,1.0,1,0,0,0,0,0
471,27.366,0.05696,8192,0,13,0,0,0,0,0
472,27.44,0.004704,16,1.0,1,0,0,0,0,0
473,27.462,0.057343,8192,0,13,0,0,0,0,0
474,27.538,0.003936,16,1.0,1,0,0,0,0,0
475,27.559,0.057312,8192,0,13,0,0,0,0,0
476,27.634,0.003936,16,1.0,1,0,0,0,0,0
477,27.656,0.057183,8192,0,13,0,0,0,0,0
478,27.73,0.003936,16,1.0,1,0,0,0,0,0
479,28.298,0.056608,8192,0,13,0,0,0,0,0
480,28.373,0.003904,16,1.0,1,0,0,0,0,0
481,28.395,0.057056,8192,0,13,0,0,0,0,0
